dataset,origin,id,doc,summ,model_name,cut,error_type,full_error,annotated_span,annotated_corrections,,,,,,,301,,,,,,,,,,,,,,,,,
xsumfaith,xsum,40062271,"Hull city councillor Steven Bayes also pleaded not guilty to possessing an extreme pornographic image when he appeared at the city's crown court.
The 55-year-old was suspended from the Labour Party in October after it ""became aware of a police investigation into him"", a party spokesman said.
He was released on unconditional bail and is due to stand trial on 5 February 2018 at the same court.
Mr Bayes was first elected as a councillor in 1985.
He was involved in Hull's bid to secure the UK City of Culture title and is a former vice chair of the Hull 2017 company, which is organising arts activities and events for the year-long celebration.",a former labour councillor has been suspended from the labour party in connection with the death of a man in hull.,PtGen,val,extrinsic,['extrinsic-NP'],['child'],"['Hull city councillor', 'possessing an extreme pornographic image']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,24553569,"Compared with other European countries, many apprenticeships are low quality and too short, the Sutton Trust warns.
It says thousands of apprenticeships should be created to boost the economy and improve youngsters' job prospects.
The Department for Education says apprenticeships are being reformed to ""drive up standards"".
The Association of Colleges said some existing apprenticeships were respected by industry and should be preserved.
The study, which was carried out by the Boston Consulting Group on behalf of the Sutton Trust, says fewer than 200,000 of the 520,000 apprenticeships starting in England every year are rated at level three - which is equivalent to A-level.
The report cites figures that suggest  apprenticeships are offered by just one in five (20%) of employers in England, compared with over half (51%) in Germany, which, the report says, is considered to have one of the best vocational education systems.
Only 61,000 new apprenticeship starts were for young people, whereas in Germany, 570,000 new apprenticeships are for youngsters and 90% of these are equivalent to A-levels.
The report also notes that England's vocational system has 18,000 different qualifications, while Germany has 330.
The report warns that since 2010, more than half (58%) of apprenticeships have been below level three and three-quarters have been aimed at those over the age of 25, many of whom are already in work.
And it warns 11 young people are competing for each apprenticeship.
In his foreword to the report, Sutton Trust chairman Sir Peter Lampl said the report had found that, with some exceptions, the opportunities on offer to young people who did not go to university were ""poor"".
The attitude in England, with some exceptions, was very different to that in countries such as Germany and Switzerland, he said.
""Instead of a clear system of respected vocational routes, we suffer from a complicated patchwork where too many young people are offered qualifications of little worth in a system that confuses employers and is not valued as it should be by society,"" he said.
He said the ""cruel deception"" about an expansion in apprenticeships, when many were below level three and the majority went to older workers, had to stop.
The report calls for apprenticeships to be radically expanded, with up to 300,000 new starts each year. The majority of these should be at level three at least for three years, with some four-year courses at level four - higher than A-levels.
No more than 10% of apprenticeships should be two-year courses at level two, it says.
Sir Peter said: ""Real apprenticeships are as important to social mobility as good university degrees.
""Students facing huge loans for a university education find themselves between a rock and a hard place. Even if they would prefer to work with training, the lack of good apprenticeships means they feel they have little choice.
""England's patchwork vocational system not only hinders our economic competitiveness, it prevents tens of thousands of young people from gaining good skilled jobs.""
Teresa Frith, from the Association of Colleges, said: ""Creating 300,000 apprenticeships, when the report acknowledges there is already a shortage of apprenticeship places for 16 to-year-olds, would be a massive challenge and although we agree that there is a business case for employers to take on apprentices, at the moment too few do.
""The report also says level three apprenticeships should be the priority. This isn't a bad idea in principle but some level two apprenticeships, such as those in construction, are well-respected by the industry and should be preserved.
""The report is absolutely right to say that vocational courses should only be taught in institutions with high-quality facilities and expert teaching staff and that careers advice and guidance needs to be improved.""
A Department for Education spokeswoman said: ""We are already radically reforming apprenticeships to drive up standards so that they are more rigorous and responsive to the needs of employers.
""Since 2010 over a million people have become apprentices, providing a great start to their careers. We have already insisted that apprenticeships last for a minimum of a year, include more English and maths and that every apprenticeship is a job.
""We have consulted on wider reforms to drive up standards in apprenticeships further, and will publish plans later this month.""","thousands of apprenticeships in england are being rated as ``cruel\'\'and ``cruel\'\', a report has found.",PtGen,val,intrinsic,['intrinsic-NP'],"[""cruel\\'\\'and ``cruel""]",['low quality and too short'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,36914884,"The stone got past the elephant's fence and a ditch separating the animal and visitors, the zoo said in a statement.
The girl was taken to hospital and died within a few hours, the zoo added.
The zoo statement said the enclosure met international standards and said ""this kind of accident is rare, unpredictable and unusual"".
Africa Live: More on this and other stories
The statement went on (in French) to point out two other recent incidents in the US:
Phyllis Lee, Scientific Director of the Amboseli Trust for Elephants, says that targeted throwing of stones and branches by elephants is very unusual.
""It can happen when elephants are frustrated or bored. In my opinion, it's unlikely the elephant was directly targeting the girl - but exhibiting frustration. You can't predict what animals in captivity will do.""
The moments after the girl was struck at Rabat Zoo on Tuesday were filmed by a bystander and uploaded onto YouTube.
The video shows the elephant waving its trunk behind a fence and swerves round to show a stone on the ground.
Metres away people are gathered around the girl, holding her head and stroking her leg.","a 12-year-old girl has died after being hit by a elephant at a zoo in rabat, rabat, texas.",PtGen,val,extrinsic,['extrinsic-NP'],['six - year - old'],"['The girl', 'Rabat Zoo']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,37680168,"The regulator, NHS Improvement, said it wanted more progress after the NHS had slipped behind schedule in its efforts to reduce the agency bill.
Last year £3.6bn was spent on agency staff, but the regulator wants that brought down by £1bn by the end of this financial year.
A cap was introduced in October and has so far saved £600m, the regulator said.
It means hospitals, mental health trusts and ambulance services should not be paying more than 55% above normal shift rates for any staff, from doctors and nurses to administration staff. Only senior managers are exempted.
The aim was to reduce the overall cost of agency staff as well as getting hospitals to reduce their reliance on them.
Agency staff are more expensive because the NHS has to cover the agency fees and employers costs, such as National Insurance contributions, when it buys them in.
NHS Improvement said the progress being made was ""promising"", but it still leaves the NHS short.
The latest accounts suggested NHS trusts were 10% down on where they wanted to be.
And while the agency bill is falling it is not yet clear whether spending on other parts of the pay bill has risen.
The figures released by NHS Improvement do not cover NHS ""bank"" staff - effectively the health service's in-house agency - or money spent getting employed staff to do overtime.
NHS Improvement said it would start publishing ""league tables"" of the best and worst-performing trusts on agency spending later this year.
Information on the 20 highest-earning agency staff per trust would also be collected amid suspicion some people are still earning large sums from agency work.
It found examples of hospitals being quoted double the rates for doctors. In one case a trust was quoted £130 an hour for a surgeon when the cap is meant to be £76, while another was quoted £70 an hour for a junior doctor when the fee is meant to be £35.
NHS Improvement chief executive Jim Mackey said: ""The NHS simply doesn't have the money to keep forking out for hugely expensive agency staff. There's much more to be done.""","the nhs in england is failing to reduce the cost of its pay bill, according to new figures.",PtGen,val,extrinsic,['extrinsic-predicate'],['£ 500 m'],"['wanted more progress after the NHS had slipped behind schedule in its efforts to reduce the agency bill', 'NHS']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,39600124,"Chechen Muslim clerics met on 3 April, two days after the paper's revelations, and said the report had insulted their faith and the dignity of Chechen men.
""Retribution will catch up with the true instigators, wherever and whoever they are,"" their resolution said.
Novaya Gazeta says it amounts to a call for ""reprisals against journalists"".
""We urge the Russian authorities to do everything possible to prevent actions aimed at inciting hatred and enmity towards journalists, who are doing their professional duty,"" the paper said.
On 1 April it reported that more than 100 people had been detained in Chechnya on suspicion of being homosexual, and that at least three had been killed.
The Russian LGBT Network, in touch with victims in Chechnya, told the BBC that the report was true.
Homophobia is rife in the mainly Muslim North Caucasus republic. Authoritarian leader Ramzan Kadyrov is fiercely loyal to Russian President Vladimir Putin.
A spokeswoman for the LGBT Network said detainees were tortured with electric shocks and beatings at a prison near Argun, 20km (13 miles) from the city of Grozny.
""All the people arrested are homosexual men or perceived as being gay,"" said Natalia Poplevskaya.
Ramzan Kadyrov has denied the allegations, calling them ""lies"". His spokesman Alvi Karimov said there were no gay people in Chechnya.
The Chechens' spiritual leader, Mufti Salah-haji Mezhiev, confirmed that ""retribution"" was part of the resolution adopted at the special Muslim meeting in Grozny on 3 April.
""There will be retribution!"" he told the Russian news website RBC. ""Allah will punish those who slandered the whole Chechen nation and Chechen Republic's clerics.""
Novaya Gazeta's 1 April report said the detainees included some influential Muslim clerics close to Mr Kadyrov, and two well-known Chechen TV presenters.
In an open letter to the mufti, the paper's chief editor Dmitry Muratov said his journalists would continue investigating human rights abuses in Chechnya.
""We did not insult - nor had we the slightest intention to insult - the Chechen people,"" he wrote, urging dialogue.
Chechens have been linked to two murders of Novaya Gazeta reporters who investigated crimes in Chechnya - Anna Politkovskaya and Natalia Estemirova.
But much remains unclear about those contract killings, and that of Boris Nemtsov, an opposition politician who was shot dead in Moscow in 2015 and also exposed corruption and organised crime in Chechnya.
The LGBT Network says it is helping people to flee the persecution in Chechnya and accuses the Russian authorities of ignoring the abuses.
If Russia fails to prosecute anyone, it says it will file a case at the International Criminal Court in The Hague.",the russian news agency novaya gazeta has said it is ``retribution\'\'against russian men detained in chechnya.,PtGen,val,intrinsic,['intrinsic-NP'],"[""retribution\\'\\'against""]","[""Chechen Muslim cleric statement amounts to a call for 'reprisals against journalists'""]",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,19577896,"The poverty rate was 15% in 2011, meaning 46.2 million Americans were in poverty, staying flat after three previous years of increases.
Real median income of households in the country dropped by 1.5%.
The average poverty threshold for a family of four in 2011 was $23,021 (Â£14,300).
Income inequality, as measured by the Gini index, increased by 1.6% in 2011, the first time there has been an annual rise in the index since 1993.
The percentage of Americans lacking health insurance fell to 15.7% from 16.3%, the report also said.
Poverty in the US reached a record high in 2010, at 15.1%.","the proportion of americans lacking health insurance in the uk has fallen sharply, according to a new report.",PtGen,val,extrinsic,['extrinsic-NP'],"['fell in 2011 for the fourth year in a row', ""Department of Agriculture's""]",['us'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,36207647,"The crash happened at about 14:15 BST on the B1191 at Thornton, near Woodhall Spa.
Lincolnshire Police said the motorcyclist killed in the collision lived locally, but has not released any further details. The tractor driver was not injured.
The force has appealed for witnesses to the collision to come forward.
The B1191 was closed in both directions between the B1192 Tattershall Road junction in Woodhall Spa and the A158 Jubilee Way junction in Horncastle","a motorcyclist has been killed in a collision with a tractor driver in east sussex, police have said.",PtGen,val,intrinsic,['intrinsic-NP'],['lincolnshire'],"['Thornton, near Woodhall Spa']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,35289959,"A formal complaint has been made to the European Commission by a group of Italian consumers' organisations.
They accuse McDonald's of forcing franchisees to pay excessive rents and high fees.
McDonald's said it shared risks and rewards with its licencees.
In a statement, McDonald's said: ""We are proud of our franchisees and are committed to working closely together so that they have the support they need to operate their restaurants and their businesses.
""This approach, with the principle of sharing risk and reward, has been successful for many years and has helped create the best business opportunities for our franchisees and the best overall experience for our customers.""
The Service Employees International Union (SEIU) and European unions, including the Bakers Food and Allied Workers Union in the UK, are supporting the formal antitrust complaint.
""McDonald's abuse of its dominant market position hurts everyone: franchisees, consumers, and workers. We strongly urge the European Commission to investigate the charges and to use all of its powers to hold McDonald's accountable,"" said SEIU organising director, Scott Courtney.
The European Commission said it would now study the submission. It has the powers to launch an investigation if it believes the allegations are founded.
The consumer organisations claim franchisees are prevented from switching to competitors because McDonald's makes them sign longer-than-average contracts.
They also said licensees lease premises from the company at above market rates.
It is claimed this leads to poorer consumer choice and higher prices in franchise stores as opposed to those owned directly by the company.
Franchisees own and operate 73% of McDonald's restaurants in Europe.
McDonald's received $9.27bn (Â£6.40bn) in revenues from its franchised restaurants worldwide in 2014.",mcdonald\'s mcdonald\'s has said it is ``proud\'\'of its franchisees and workers because it is ``proud of its franchisees\'\'.,PtGen,val,extrinsic,['extrinsic-NP'],"[""mcdonald\\'s restaurants"", ""in mcdonald\\'s restaurants"", ""deeply concerned\\'\\'about the future""]","['Mcdonalds', ""McDonald's said: 'We are proud of our franchisees"", 'it shared risks and rewards with its licencees']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,35426361,"Biologists studied a group of Sydney octopuses off Australia's east coast and observed a range of behaviour that may indicate complex social signalling.
Octopuses that stand tall, turn dark and spread their web in a ""Nosferatu pose"" are likely showing aggression.
Conversely, octopuses may display a pale colour after losing a fight or when trying to avoid conflict.
It was previously believed that octopuses were largely solitary creatures. Changes to body colour and other behaviour were interpreted as tactics to avoid predators.
But Prof Peter Godfrey-Smith said the unique study, based on 53 hours of footage and published on Friday in the journal Current Biology, provided a novel perspective on octopus behaviour.
""[An aggressive] octopus will turn very dark, stand in a way that accentuates its size and it will often seek to stand on a higher spot,"" Prof Godfrey-Smith, who co-authored the report, said.
""Clearly the unusual stance is not a physiological response. It makes it look as big as it can possibly be, with its arms spread out below and the mantle, the back part of the animal, raised over the head.
""The dark colour is produced in concert with those size-accentuating behaviours. There's no particular physiological reason why darkness should be associated with aggression, but it does give the impression of a larger object.""
The researchers, based in Australia and the US, dubbed the stance the ""Nosferatu pose"", referring to the classic 1920s horror film, because the spread of the octopus's web was reminiscent of a vampire's cape.
Octopuses frequently turned pale while retreating from aggressors and also produced high-contrast patterns known as deimatic displays.
The contrasting patterns were most frequently observed when octopuses were attempting to return to their den after they had been forced out, or in the presence of an aggressive individual.
""Suppose there's a large, aggressive guy there and you want to get back into our den, if you approach with a pale colour it could be interpreted as a non-confrontational behaviour,"" Prof Godfrey-Smith said.
The study also found that two octopuses displaying dark colours were likely to fight if in close proximity, while a darker-coloured octopus was likely to stand its ground against a lighter-coloured octopus.
Another cephalopod, the cuttlefish, shows a similar set of features, with aggressive males darkening their faces and paler males withdrawing from fights.
The unusually high number of octopuses living together in the colony off Jervis Bay, south of Sydney, allowed a more in-depth observation of interactions than had previously been possible.
Prof Godfrey-Smith's co-author David Scheel and his students combed through 53 hours of footage and observed 186 interactions between the octopuses.
This included the Nosferatu pose, along with reaching, grappling and mating.
Watching these long videos was ""much more exhausting than I expected"", Prof Godfrey Smith said.
""Identifying an individual from minute to minute is very difficult, because they change colour and shape.
""If the octopus wanders out of the frame, there's not much you can do.""","the dark colour of the dark colour in australia appears to be a ``dark colour\'\', a study has found.",PtGen,val,intrinsic,['intrinsic-NP'],"['the dark colour of the dark colour in australia appears to be a ``dark colour\'\', ']","[""Biologists studied a group of Sydney octopuses off Australia's east coast and observed a range of behaviour that may indicate complex social signalling.""]",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,35360960,"Michael Luciw, 27, from Nottingham, was a passenger in a van that was hit by a Mazda Premacy, being driven the wrong way on the motorway by Albert Kenneth Newman, who also died.
Mr Luciw's family said retired people should undergo regular driving tests.
Age UK said it was ""vital"" older people could drive for as long as possible.
The family described Mr Luciw, the father of a baby girl, as generous, kind-hearted and a lover of practical jokes.
""He had only just turned 27 and he had his whole life ahead of him,"" said his mum Andrea Shelton.
""He was looking forward to his baby's first crawl. Now he will miss all of her life through no fault of his own.""
""It doesn't feel as if we have lost him - it feels as if he has been taken away from us,"" said Mr Luciw's brother Simon.
""There are so many things that should be put in place so things like this could be avoided. People are driving that shouldn't be on the road.
""The older you get, the more your reactions slow down.
""There needs to be some sort of test introduced, in a car with a driving instructor, so you get a true reflection of how good a driver you are.
""You get a free bus pass once you are in your 60s so people can't say they are going to lose their freedom if they have their licence removed.""
Mrs Shelton said Mr Luciw, a delivery driver, was on a long-distance journey with a colleague Andy Harrington when the crash happened at 02:00 GMT on 12 October near Kegworth, Leicestershire.
Mr Newman's car was heading north on the southbound carriageway.
Mr Harrington, who was driving the Ford Transit, said he had not seen Mr Newman's car until the last second.
""I managed to swerve slightly towards the crash barrier but there was nothing I could do,"" he said. ""You couldn't even blink that fast.
""It lives with me. I still get sleepless nights. It's not something I will ever forget.""
Mr Harrington, who sustained serious injuries in the crash, said retired drivers should have to undergo medical examinations.
""It's up to the government whether they listen to us,"" he said. ""But if that driver hadn't been on the road that morning, Michael would still be here with his daughter.""
Currently drivers over 70 in the UK must fill in a self-assessment form every three years to renew their licences. The form does not include a medical or driving test.
The Driver and Vehicle Licensing Agency (DVLA) which maintains the database of registered drivers said it had no plans to restrict licensing on the basis of age.
""Evidence does not show that older drivers are more likely to cause a serious accident than others,"" it said.
""The rules are clear that all drivers over 70 have to renew their licence every three years and have to tell DVLA about any medical conditions which might affect their driving.
""If we find evidence a driver does not meet the appropriate medical standard we immediately remove their entitlement to drive.""
Caroline Abrahams, charity director of Age UK, said: ""We know driving often allows older people to have the independence to get out and about, go shopping and attend appointments so it's vital that older people are supported to continue driving safely for as long as possible.""
For more on this subject watch Inside Out on BBC One East Midlands at 19:30 GMT on Monday 25 January and nationwide for 30 days thereafter on the iPlayer.",the family of a man who died after a car crash in leicestershire say they are ``looking forward\'\'to have their licence removed.,PtGen,val,intrinsic,['intrinsic-predicate'],"[""looking forward\\'\\'to have their licence removed"", ""``looking forward\\'\\'to have their licence removed""]",['family said retired people should undergo regular driving tests'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,29347895,"He died at his home in Cambridge following an illness lasting several months, a statement on his website said.
It added his funeral will be private, with a memorial service to be held at a later date.
Hogwood worked with many leading orchestras around the world and was considered one of the most influential exponents of the early-music movement.
The conductor founded the Academy of Ancient Music (AAM) in 1973 and directed the academy across six continents for some 30 years.
The AAM also made more than 200 CDs, including the first-ever complete cycle of Mozart symphonies on period instruments.
Among his most famous recordings include the 1980 version of Handel's Messiah with Emma Kirkby and Carolyn Watkinson, which was named by BBC Music Magazine as one of the top 20 recordings of all time.
Hogwood studied keyboard at Cambridge University with Rafael Puyana and Mary Potts and later with Zuzana Ruzickova and Gustav Leonhardt.
His first positions were as a keyboard player and musicologist with the Academy of Saint Martin-in-the-Fields under Sir Neville Marriner, and was a founder member of the Early Music Consort of London.
He was the artistic director of the King's Lynn Festival and Boston's Handel and Haydn Society. He was also a tutor at Harvard University, honorary professor of music at the University of Cambridge and a professor-at-large at Cornell University in the US.
""Christopher had extraordinary generosity of spirit,"" Christopher Purvis, honorary president of the AAM, said.
""He was a great ambassador for historically informed music, the movement of which he was a founder. And he was happy to see the orchestra he founded develop and grow after he stepped down as director.""
The AAM's music director Richard Egarr added: ""I am deeply saddened by the news of Christopher's passing. Christopher provided a fantastic legacy for me to build upon when I joined in 2006 and I know he will be greatly missed by all who knew and worked with him.""
Speaking to Sean Rafferty on Radio 3's In Tune, soprano Dame Emma Kirkby said: ""Some of the best players that now lead orchestras all over the world, they started with him.
""Chris was a natural academic, an incredibly clever man. He had an amazing capacity to absorb information of all kinds and a really sure sense of how things would be if he really tried to reproduce conditions... a very genial person.""
David Thomas from Trinity Laban Conservatoire of Music and Dance, London added: ""He always said I want the music to speak for itself because it can, it's good enough, it willâ€¦ a very pleasant and lovely man.""","music conductor christopher hogwood has died at the age of 88, his family has said. said he has died at the age of 72.",PtGen,val,extrinsic,['extrinsic-predicate'],['83'],['died at his home in Cambridge following an illness lasting several months'],,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,40422011,"The network will comprise at least 600 spacecraft in the first instance, but could eventually encompass more than 2,000.
The aim is to deliver broadband links from orbit to every corner of the globe.
In particular, the project wants every school to have a connection.
Building so large a constellation requires a step-change in the manufacture of satellites - especially for Airbus.
It can take Europe’s biggest space company many months and hundreds of millions of dollars to build some of today’s specialist platforms. But for the OneWeb venture, it is all about high volume and low cost.
That means new assembly line methods akin to those in factories producing cars and planes.
The idea is to turn out three units per shift at well less than a million dollars a piece.
The boss of Airbus, Tom Enders, concedes he initially thought the OneWeb concept to be fantasy.
""Everything in space as you know traditionally has been 'gold-plated'; it had to work perfectly, [and have] the most expensive materials, etc.
""Here, we’ve had to go other ways, to be really commercial and calculating according to the target cost because that is very decisive in the whole business case for OneWeb,"" he told BBC News.
Airbus and OneWeb have inaugurated the first assembly line in Toulouse, France. Two further lines will be set up in a soon-to-open factory complex in Florida.
The most obvious difference you notice between these new lines and the conventional satellite cleanroom is the trolley robot, which moves the developing satellites between the various work stations. But the ""revolution"" here goes far beyond automation; it requires a whole chain of suppliers and their components to scale their work to a different game plan.
The first 10 satellites to come off the Toulouse assembly line have a deadline to launch in April next year.
Another batch will follow into orbit around November. And then the launch cadence will kick on apace.
The establishment of the OneWeb constellation requires the greatest rocket campaign in the history of spaceflight.
More than 20 Soyuz vehicles have been booked to throw clusters of 32-36 satellites into a web some 1,200km above the Earth.
There should be just under 300 on station by the end of 2020, the start of 2021; more than 600 about a year or so later; and then over 800 by the middle of the decade.
OneWeb and Airbus are not the only companies planning a mega-constellation in the sky. SpaceX, Boeing, ViaSat and others have all sought regulatory approval. But not everyone will succeed in getting the necessary multi-billion-dollar financing, and Airbus believes the OneWeb concept has first-mover advantage.
Equity of $1.7bn has already been raised, and talks are ongoing to secure the loans needed to complete the roll-out. OneWeb describes itself as a ""truly global company"" but it has company registration in the UK's Channel Islands. And, as such, it must deal with the UK Space Agency as the licensing authority.
""A lot of our revenues are going to flow through the UK. So, from an economic perspective, it is going to be very important for the UK,"" said OneWeb CEO Eric Béranger.
""And when you have people locally, you are also fostering an ecosystem. And I think the UK being at the forefront of regulatory thinking on constellations will foster an environment that puts the UK ahead of many countries.""
One aspect that the UKSA is sure to take a keen interest in is debris mitigation. There is considerable concern that a proliferation of multi-satellite networks could lead to large volumes of junk and a cascade of collisions.
The fear is that space could eventually become unusable.
A recent study - sponsored by the European Space Agency and supported by Airbus itself - found that the new constellations would need to de-orbit their old, redundant spacecraft within five years or run the risk of seriously escalating the probability of objects hitting each other.
Brian Holz, who is CEO of the OneWeb/Airbus manufacturing joint venture, said the ambition of his constellation was to set new standards in debris mitigation.
""We can bring down the satellites and re-enter within two years; we've made that commitment,"" he told BBC News.
""We've put extra hardware into the system to improve the reliability of that de-orbit process. We're also committing to put a small adapter device on to each spacecraft that will allow those spacecraft, in the small probability that one of them dies on the way down, to be grabbed by a small chase vehicle and pulled out of orbit.""
Time will tell how disruptive the new manufacturing approaches adopted in Toulouse will be to the satellite industry as a whole.
Airbus and OneWeb hope also to be making satellites for other companies on their assembly lines. But not every platform in the sky will require such volumes and a good number of spacecraft will still need the bespoke treatment.
""Not everything here is application to the whole space industry. When we launch to Jupiter, there are things that will remain gold-plated whether we like it or not; unless of course we start to manufacture 900 satellites to go to Jupiter but this is not the case today,” said Nicolas Chamussy, who runs the satellite division of Airbus.
Jonathan.Amos-INTERNET@bbc.co.uk and follow me on Twitter: @BBCAmos","the world\'s first rocket campaign has been launched in florida, the first 10 satellites to date for the first time.",PtGen,val,intrinsic,['intrinsic-NP'],"[""world\\'s largest"", ""has unveiled its plan to create the world\\'s largest network of satellite constellations""]","['deliver broadband links by satellite from orbit to every corner of the globe', 'assembly line in Toulouse, France']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,34461949,"Seven firms, including major supermarkets such as NTUC FairPrice and IKEA, have been asked declare they are not doing so within a week.
The forest fires in Indonesia have deteriorated Singapore's air quality, causing a blanket of haze in the city.
FairPrice has said it removing products from one Indonesian firm.
The state-owned supermarket giant said that it was removing all paper products sourced from Asia Pulp and Paper Group (APP), following the notification from the government.
APP has been named by Singapore authorities as one of the companies suspected of contributing to the haze.
What is behind the South East Asia haze?
In a joint statement, the Singapore Environment Council (SEC) and Consumers Association of Singapore (CASE) said they had asked the retailers to declare that they have ""not procured or used wood, paper and/or pulp materials"" from firms accused of contributing to the fires.
The SEC said retailers were ""a good starting point"" for firms to show their commitment to sustainable procurement processes and ""for consumers to show their support for brands that have environmentally friendly practices""
The haze has caused hazardous air quality across the region. It has led to the cancellation of public events and schools closure over the past month, in Singapore as well as in Malaysia and Indonesia.
Anger has been rising in the region, with increasing pressure on the Indonesian government to control the annual burning of forests to clear land for palm oil and rubber plantations.",supermarket giant fairprice has said it is removing the haze of the haze caused by fires in indonesia and indonesia.,PtGen,val,intrinsic,['intrinsic-predicate'],"['removing the haze', 'haze of the haze caused by fires']","['removing all paper products sourced from Asia Pulp and Paper Group (APP)', ' a blanket of haze in the city']",,,,,,,,,,,,,,,,,,,,,,,,
xsumfaith,xsum,34793274,"The decision to dedicate part of the radio spectrum to a global flight tracking system was taken at a UN conference in Geneva on Wednesday.
The conference aimed to improve on the current tracking system which relies on ground-based radars.
MH370 disappeared in March 2014 with 239 people on board.
Representatives from more than 160 countries decided to set aside a radio frequency for the satellite tracking of planes at the World Radiocommunication Conference (WRC), organised by the UN's International Telecommunication Union (ITU).
The deal will enable satellites to receive transmissions, known as automatic dependent surveillance-broadcast (ADS-B), that aircraft currently only send to other aircraft and to ground stations.
This will allow ""real-time tracking of aircraft anywhere in the world,"" said Francois Rancy, head of the ITU's Radiocommunication Bureau.
The disappearance of flight MH370 exposed weaknesses in worldwide air navigation systems.
The current system leaves around 70% of the world's airspace uncovered.
Soon after the plane disappeared, Malaysia's communication minister urged the ITU to help find new ways of transmitting flight data in real-time.
The Malaysia Airlines flight was en route from Kuala Lumpur to Beijing when air traffic control staff lost contact with it.
The plane is long believed to have crashed into the southern Indian Ocean.
In July part of an aircraft wing was found on Reunion Island. Malaysian authorities later confirmed the debris to be from the missing MH370 plane.
Following Wednesday's decision, ITU Secretary-General Houlin Zhao said the agency had ""responded in record time to the expectations of the global community on the major issue concerning global flight tracking.""
The UN's aviation arm, the International Civil Aviation Organisation (ICAO), has set a November 2016 deadline for adopting new tracking guidelines.
These will include aircraft sending their position at least every 15 minutes, or more in case of emergency, reported Reuters.",the world\'s largest plane is to be tracking tracking of planes at a world radiocommunication conference in malaysia.,PtGen,val,extrinsic,['extrinsic-NP'],['The disappearance of Malaysia Airlines flight MH370'],"['dedicate part of the radio spectrum', 'UN conference in Geneva on Wednesday.']",,,,,,,,,,,,,,,,,,,,,,,,
